Customer Name,Inv No,Date,Qty,Amount,Type of Sale,Supply Plant,F Y,Month,Due Date,RSPL P Date,Cust Pymt. Date,Amt.,Cust Pymt. Date,Amt.,Cust Pymt. Date,Amt.,Balance,Date of Settlement,EPI Per MT,RSPL EPI Days,RSPL EPI Amt,Cust EPI Amt,Cust. Int. Amt,Pymt Track,Executive,Over Due,Service Charges Amount,Service Charges,Income on Inv,Sale State,Sale Type,Sector,Sale Location,GRADES,IINDUST_TYPE,SALE_DIST,MONTHS,,,,,
Fortune Home Care Industries,AP5538071412,12-Oct-21,0.25,30244,2,AP,2021-22,October,27-Oct-21,13-Oct-21,9-Nov-21,30244,,,,,0,2021-11-09,1100,14,275,0,226,-13,Manoj,0,550,137.5,639,AP,CREDIT,HDPE,DOPW,180M50,Household,Guntur,`07 Oct,,,,,
Reva Plastics,AP5538071682,13-Oct-21,2,278448,1,AP,2021-22,October,15-Oct-21,14-Oct-21,13-Oct-21,278448,,,,,0,2021-10-13,0,0,0,0,0,2,Manoj,0,550,1100,1100,AP,CASH,PP,DOPW,1110MG,Household,Krishna,`07 Oct,,,,,
Reva Plastics,AP5538071682,13-Oct-21,1.1,131781,1,AP,2021-22,October,15-Oct-21,14-Oct-21,13-Oct-21,111606,13-Oct-21,20175,,,0,2021-10-13,0,0,0,0,0,2,Manoj,0,550,605,605,AP,CASH,HDPE,DOPW,180M50,Household,Krishna,`07 Oct,,,,,
Venkis Corporate Containers,AP5538071690,13-Oct-21,12,1746664,1,AP,2021-22,October,15-Oct-21,14-Oct-21,14-Oct-21,1746664,,,,,0,2021-10-14,0,0,0,0,0,1,Manoj,0,550,6600,6600,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`07 Oct,,,,,
Tatwa Plast Products,AP5538071692,13-Oct-21,8,976626,1,AP,2021-22,October,15-Oct-21,14-Oct-21,14-Oct-21,976626,,,,,0,2021-10-14,0,0,0,0,0,1,Shiva,0,550,4400,4400,AP,CASH,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Tatwa Plast Products,AP5538071698,13-Oct-21,2,246755,2,AP,2021-22,October,28-Oct-21,14-Oct-21,14-Oct-21,246755,,,,,0,2021-10-14,1100,14,2200,2200,0,14,Shiva,0,550,1100,1100,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Sri Durga Aqua,AP5538071702,13-Oct-21,13,1603908,2,AP,2021-22,October,28-Oct-21,14-Oct-21,22-Oct-21,700000,28-Oct-21,903908,,,0,2021-10-28,1100,14,14300,2675,0,0,Shiva,0,550,7150,18775,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Entrix Projects,TG5545064032,13-Oct-21,0.5,61560,1,TG,2021-22,October,15-Oct-21,14-Oct-21,12-Oct-21,61560,,,,,0,2021-10-12,0,0,0,0,0,3,Shiva,0,350,175,175,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`07 Oct,,,,,
Sri Durga Aqua,AP5538071716,13-Oct-21,4,587419,2,AP,2021-22,October,28-Oct-21,14-Oct-21,28-Oct-21,196092,1-Nov-21,391327,,,0,2021-11-01,1100,14,4400,0,901,-4,Shiva,0,550,2200,7501,AP,CREDIT,PP,DOPW,4080MA,Aqua,W Godavari,`07 Oct,,,,,
Kapilavai Polymers,AP5538071798,13-Oct-21,2,278170,1,AP,2021-22,October,15-Oct-21,14-Oct-21,13-Oct-21,278170,,,,,0,2021-10-13,0,0,0,0,0,2,Manoj,0,550,1100,1100,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Sri Ram Polymers,AP5538071813,13-Oct-21,1,139085,1,AP,2021-22,October,15-Oct-21,14-Oct-21,13-Oct-21,139085,,,,,0,2021-10-13,0,0,0,0,0,2,Manoj,0,550,550,550,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Venkis Corporate Containers,AP5538071835,13-Oct-21,12,1746664,1,AP,2021-22,October,15-Oct-21,14-Oct-21,14-Oct-21,1653466,14-Oct-21,93198,,,0,2021-10-14,0,0,0,0,0,1,Manoj,0,550,6600,6600,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`07 Oct,,,,,
Pn Poly Bags Pvt.Ltd,OR5572007056,13-Oct-21,22,3096799,1,OR,2021-22,October,15-Oct-21,14-Oct-21,20-Oct-21,3096799,,,,,0,2021-10-20,0,0,0,0,0,-5,Sunil,0,350,7700,7700,MP,CASH,PP,DCA,1030RG,Packing,Dhar,`07 Oct,,,,,
Neha Polymers,TG5545064468,14-Oct-21,10,1489408,2,TG,2021-22,October,29-Oct-21,16-Oct-21,18-Oct-21,355714,19-Oct-21,1133694,,,0,2021-10-19,1100,13,10214,8045,0,10,Manoj,0,350,3500,5669,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
Sri Sai Srinivasa Polymers,OR5572007109,15-Oct-21,22,3247126,1,OR,2021-22,October,18-Oct-21,16-Oct-21,18-Oct-21,3100000,18-Oct-21,51871,19-Oct-21,95255,0,2021-10-19,0,0,0,0,0,-1,Sunil,0,350,7700,7700,YA,CASH,PP,DCA,1030RG,Packing,Yanam,`07 Oct,,,,,
Sri Maruthi Plastics,AP5538072401,16-Oct-21,1,126761,1,AP,2021-22,October,18-Oct-21,18-Oct-21,16-Oct-21,126761,,,,,0,2021-10-16,0,0,0,0,0,2,Manoj,0,550,550,550,AP,CASH,HDPE,DOPW,180M50,Trading,Guntur,`07 Oct,,,,,
Sri Saidurga Enterprises,AP5538073024,18-Oct-21,2,253522,1,AP,2021-22,October,20-Oct-21,20-Oct-21,18-Oct-21,253801,,,,,-279,2021-10-18,0,0,0,0,0,2,Sunil,0,550,1100,1100,AP,CASH,HDPE,DOPW,180M50,Furniture,W Godavari,`07 Oct,,,,,
Karoli Plastic Industries,AP5538073032,18-Oct-21,0.25,31623,1,AP,2021-22,October,20-Oct-21,20-Oct-21,18-Oct-21,31658,,,,,-35,2021-10-18,0,0,0,0,0,2,Sunil,0,550,137.5,138,AP,CASH,HDPE,DOPW,012DB54,Packing,Guntur,`07 Oct,,,,,
Neha Polymers,TG5545065006,18-Oct-21,6,893645,2,TG,2021-22,October,2-Nov-21,20-Oct-21,19-Oct-21,67063,22-Oct-21,826582,,,0,2021-10-22,1100,13,6129,5292,0,11,Manoj,0,350,2100,2937,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
Entrix Projects,TG5545065343,19-Oct-21,1.2,155964,1,TG,2021-22,October,21-Oct-21,20-Oct-21,19-Oct-21,155964,,,,,0,2021-10-19,0,0,0,0,0,2,Shiva,0,350,420,420,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`07 Oct,,,,,
Sai Krupa Plastic Industies,AP5538073352,19-Oct-21,0.75,111084,2,AP,2021-22,October,3-Nov-21,20-Oct-21,29-Oct-21,72158,2-Nov-21,38926,,,0,2021-11-02,1100,14,825,212,0,1,Manoj,0,550,412.5,1025,AP,CREDIT,PP,DOPW,1030RG,Household,Prakasam,`07 Oct,,,,,
Neha Polymers,TG5545065387,19-Oct-21,8,1191526,2,TG,2021-22,October,3-Nov-21,20-Oct-21,22-Oct-21,359428,26-Oct-21,832098,,,0,2021-10-26,1100,14,8800,5787,0,8,Manoj,0,350,2800,5813,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
Tarunasri Plastic Industries,AP5538073628,20-Oct-21,2,255580,2,AP,2021-22,October,4-Nov-21,21-Oct-21,9-Nov-21,246620,9-Nov-21,8960,,,0,2021-11-09,1100,14,2200,0,735,-5,Sunil,0,550,1100,4035,AP,CREDIT,HDPE,DOPW,012DB54,Household,Guntur,`07 Oct,,,,,
Penna Polymer Products P Ltd,AP5538073644,20-Oct-21,2,291235,2,AP,2021-22,October,4-Nov-21,21-Oct-21,2-Nov-21,100000,11-Nov-21,190568,11-Nov-21,667,0,2021-11-11,1100,14,2200,108,770,-7,Sunil,0,550,1100,3962,AP,CREDIT,LLDPE,DOPW,042R35A,Household,Guntur,`07 Oct,,,,,
Venkis Corporate Containers,AP5538073701,20-Oct-21,6,917768,1,AP,2021-22,October,22-Oct-21,21-Oct-21,22-Oct-21,917768,,,,,0,2021-10-22,0,0,0,0,0,0,Manoj,0,550,3300,3300,AP,CASH,PP,DOPW,3120MA,Packing,Guntur,`07 Oct,,,,,
Venkis Corporate Containers,AP5538073701,20-Oct-21,6,915855,1,AP,2021-22,October,22-Oct-21,21-Oct-21,22-Oct-21,915855,,,,,0,2021-10-22,0,0,0,0,0,0,Manoj,0,550,3300,3300,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`07 Oct,,,,,
Venkis Corporate Containers,AP5538073756,20-Oct-21,8,1223691,1,AP,2021-22,October,22-Oct-21,21-Oct-21,22-Oct-21,1196377,23-Oct-21,27314,,,0,2021-10-23,0,0,0,0,0,-1,Manoj,0,550,4400,4400,AP,CASH,PP,DOPW,3120MA,Packing,Guntur,`07 Oct,,,,,
Vijay Sai Polymers,AP5538073726,20-Oct-21,1,126761,1,AP,2021-22,October,22-Oct-21,21-Oct-21,20-Oct-21,126762,,,,,-1,2021-10-20,0,0,0,0,0,2,Manoj,0,550,550,550,AP,CASH,HDPE,DOPW,180M50,Electricals,Krishna,`07 Oct,,,,,
Reva Plastics,AP5538073804,20-Oct-21,2,295221,2,AP,2021-22,October,4-Nov-21,21-Oct-21,1-Nov-21,295221,,,,,0,2021-11-01,1100,14,2200,471,0,3,Manoj,0,550,1100,2829,AP,CREDIT,PP,DOPW,1110MG,Household,Krishna,`07 Oct,,,,,
Reva Plastics,AP5538073804,20-Oct-21,1,128187,2,AP,2021-22,October,4-Nov-21,21-Oct-21,1-Nov-21,128187,,,,,0,2021-11-01,1100,14,1100,236,0,3,Manoj,0,550,550,1414,AP,CREDIT,HDPE,DOPW,180M50,Household,Krishna,`07 Oct,,,,,
Super Industries,AP5538073806,20-Oct-21,1,136700,1,AP,2021-22,October,22-Oct-21,21-Oct-21,20-Oct-21,136701,,,,,-1,2021-10-20,0,0,0,0,0,2,Shiva,0,550,550,550,AP,CASH,LLDPE,DOPW,042R35A,Household,Guntur,`07 Oct,,,,,
Kapilavai Polymers,AP5538073810,20-Oct-21,2,292330,1,AP,2021-22,October,22-Oct-21,21-Oct-21,21-Oct-21,292330,,,,,0,2021-10-21,0,0,0,0,0,1,Manoj,0,550,1100,1100,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Sri Ram Polymers,AP5538073811,20-Oct-21,1,146165,1,AP,2021-22,October,22-Oct-21,21-Oct-21,20-Oct-21,146165,,,,,0,2021-10-20,0,0,0,0,0,2,Manoj,0,550,550,550,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Arham Plastic Udyog,TG5545066108,21-Oct-21,3,383939,1,TG,2021-22,October,23-Oct-21,22-Oct-21,22-Oct-21,383939,,,,,0,2021-10-22,0,0,0,0,0,1,Shiva,0,350,1050,1050,TG,CASH,PP,DCA,1110MG,Trading,Hyderabad,`07 Oct,,,,,
Entrix Projects,TG5545066195,21-Oct-21,0.9,116973,1,TG,2021-22,October,23-Oct-21,22-Oct-21,21-Oct-21,116973,,,,,0,2021-10-21,0,0,0,0,0,2,Shiva,0,350,315,315,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`07 Oct,,,,,
Entrix Projects,TG5545066196,21-Oct-21,6,779820,1,TG,2021-22,October,23-Oct-21,22-Oct-21,21-Oct-21,779820,,,,,0,2021-10-21,0,0,0,0,0,2,Shiva,0,350,2100,2100,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`07 Oct,,,,,
Neha Polymers,TG5545066536,22-Oct-21,8,1191526,2,TG,2021-22,October,6-Nov-21,25-Oct-21,26-Oct-21,359912,10-Nov-21,831614,,,0,2021-11-10,1100,12,7543,2089,1914,-4,Manoj,0,350,2800,10168,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
Sree Babaji Polymers,AP5538075046,25-Oct-21,3,444690,1,AP,2021-22,October,27-Oct-21,26-Oct-21,25-Oct-21,435990,25-Oct-21,8700,,,0,2021-10-25,0,0,0,0,0,2,Shiva,0,550,1650,1650,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sri Padmavathi Polypack Industries,AP5538075074,25-Oct-21,3,448584,2,AP,2021-22,October,9-Nov-21,26-Oct-21,19-Nov-21,65000,25-Nov-21,204000,1-Dec-21,179584,0,2021-12-01,1100,14,3300,0,4525,-22,Manoj,0,550,1650,9475,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Venkatarama Polypack Industries,AP5538075078,25-Oct-21,3,445135,1,AP,2021-22,October,27-Oct-21,26-Oct-21,25-Oct-21,410000,25-Oct-21,23576,25-Oct-21,11559,0,2021-10-25,0,0,0,0,0,2,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sri Muthyalamma Thalli Plastic Covers,AP5538075098,25-Oct-21,1,149678,2,AP,2021-22,October,9-Nov-21,26-Oct-21,1-Nov-21,100000,12-Nov-21,49678,,,0,2021-11-12,1100,14,1100,420,86,-3,Manoj,0,550,550,1316,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Sai Surya Plastics,AP5538075139,25-Oct-21,3,449033,2,AP,2021-22,October,9-Nov-21,26-Oct-21,3-Nov-21,300000,9-Nov-21,149033,,,0,2021-11-09,1100,14,3300,945,0,0,Sunil,0,550,1650,4005,AP,CREDIT,PP,DOPW,1100FS,Packing,Prakasam,`07 Oct,,,,,
Venkateswara Polypacks,AP5538075145,25-Oct-21,3,449033,2,AP,2021-22,October,9-Nov-21,26-Oct-21,29-Oct-21,180000,31-Oct-21,160000,1-Nov-21,109033,0,2021-11-01,1100,14,3300,2253,0,8,Manoj,0,550,1650,2697,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Royal Polymers,AP5538075148,25-Oct-21,3,448584,2,AP,2021-22,October,9-Nov-21,26-Oct-21,6-Nov-21,200000,22-Nov-21,200000,25-Nov-21,48584,0,2021-11-25,1100,14,3300,315,1943,-16,Manoj,0,550,1650,6578,AP,CREDIT,PP,DOPW,1100FS,Packing,Kurnool,`07 Oct,,,,,
Sree Sreenidhi Polymers,AP5538075165,25-Oct-21,1,149678,2,AP,2021-22,October,9-Nov-21,26-Oct-21,31-Oct-21,25811,7-Nov-21,50000,25-Nov-21,73867,0,2021-11-25,1100,14,1100,174,680,-16,Manoj,0,550,550,2156,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Manisha Enterprises,AP5538075169,25-Oct-21,2,296460,1,AP,2021-22,October,27-Oct-21,26-Oct-21,25-Oct-21,190000,26-Oct-21,106460,,,0,2021-10-26,0,0,0,0,0,1,Sunil,0,550,1100,1100,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Harika Plastic Industries,AP5538075183,25-Oct-21,1,148230,1,AP,2021-22,October,27-Oct-21,26-Oct-21,25-Oct-21,120000,27-Oct-21,28230,,,0,2021-10-27,0,0,0,0,0,0,Sunil,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Sree Sreenidhi Polymers,AP5538075218,25-Oct-21,1,149678,2,AP,2021-22,October,9-Nov-21,26-Oct-21,25-Nov-21,149678,,,,,0,2021-11-25,1100,14,1100,0,1378,-16,Manoj,0,550,550,3028,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Sri Muthyalamma Thalli Plastic Covers,AP5538075636,26-Oct-21,3,449033,2,AP,2021-22,October,10-Nov-21,27-Oct-21,12-Nov-21,50322,19-Nov-21,100000,29-Nov-21,298711,0,2021-11-29,1100,14,3300,0,3841,-19,Manoj,0,550,1650,8791,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Vinayaka Plastics,AP5538075668,26-Oct-21,3,448973,2,AP,2021-22,October,10-Nov-21,27-Oct-21,10-Nov-21,100000,23-Nov-21,190000,1-Dec-21,158973,0,2021-12-01,1100,14,3300,0,3342,-21,Sunil,866,550,1650,8292,AP,CREDIT,PP,DOPW,1100FS,Packing,E Godavari,`07 Oct,,,,,
Vinayaka Plastics,AP5538075668,26-Oct-21,2,299316,2,AP,2021-22,October,10-Nov-21,27-Oct-21,30-Nov-21,24027,6-Dec-21,145000,9-Dec-21,130289,0,2021-12-09,1100,14,2200,0,4619,-29,Sunil,0,550,1100,7919,AP,CREDIT,PP,DOPW,1100FS,Packing,E Godavari,`07 Oct,,,,,
S.V.S Enterprises,AP5538075672,26-Oct-21,5,748388,2,AP,2021-22,October,10-Nov-21,27-Oct-21,8-Nov-21,320000,11-Nov-21,405828,12-Nov-21,22561,-1,2021-11-12,1100,14,5500,336,259,-2,Sunil,0,550,2750,8173,AP,CREDIT,PP,DOPW,1100FS,Packing,E Godavari,`07 Oct,,,,,
Arham Plastic Udyog,TG5545067695,26-Oct-21,2,293029,1,TG,2021-22,October,28-Oct-21,27-Oct-21,27-Oct-21,293029,,,,,0,2021-10-27,0,0,0,0,0,1,Shiva,0,350,700,700,TG,CASH,LLDPE,DCA,500M24A,Trading,Hyderabad,`07 Oct,,,,,
Entrix Projects,TG5545067808,26-Oct-21,2,259940,1,TG,2021-22,October,28-Oct-21,27-Oct-21,25-Oct-21,259940,,,,,0,2021-10-25,0,0,0,0,0,3,Shiva,0,350,700,700,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`07 Oct,,,,,
Entrix Projects,TG5545067808,26-Oct-21,0.75,95985,1,TG,2021-22,October,28-Oct-21,27-Oct-21,25-Oct-21,97402,,,,,-1417,2021-10-25,0,0,0,0,0,3,Shiva,0,350,262.5,263,TG,CASH,HDPE,DCA,180M50,Packing,Hyderabad,`07 Oct,,,,,
Manikanta Industries,AP5538075969,26-Oct-21,3,445027,1,AP,2021-22,October,28-Oct-21,27-Oct-21,25-Oct-21,290000,25-Oct-21,155135,,,-108,2021-10-25,0,0,0,0,0,3,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sri Mallikharjuna Slate Works,AP5538076004,26-Oct-21,0.125,15845,1,AP,2021-22,October,28-Oct-21,27-Oct-21,25-Oct-21,15845,,,,,0,2021-10-25,0,0,0,0,0,3,Sunil,0,550,68.75,69,AP,CASH,HDPE,DOPW,180M50,Household,Prakasam,`07 Oct,,,,,
Sree Sreenidhi Polymers,AP5538076232,26-Oct-21,1,149678,2,AP,2021-22,October,10-Nov-21,27-Oct-21,25-Nov-21,149678,,,,,0,2021-11-25,1100,14,1100,0,1292,-15,Manoj,0,550,550,2942,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Neha Polymers,TG5545068212,26-Oct-21,8,1191526,2,TG,2021-22,October,10-Nov-21,27-Oct-21,10-Nov-21,369396,15-Nov-21,822130,,,0,2021-11-15,1100,14,8800,0,2365,-5,Manoj,0,350,2800,13965,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
Sree Sreenidhi Polymers,AP5538076324,26-Oct-21,1,149678,2,AP,2021-22,October,10-Nov-21,27-Oct-21,25-Nov-21,149678,,,,,0,2021-11-25,1100,14,1100,0,1292,-15,Manoj,0,550,550,2942,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Mahalakshmi Industries,AP5538076355,26-Oct-21,3,449033,2,AP,2021-22,October,10-Nov-21,27-Oct-21,28-Oct-21,167715,1-Nov-21,281318,,,0,2021-11-01,1100,14,3300,2474,0,9,Manoj,0,550,1650,2476,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sree Sreenidhi Polymers,AP5538076381,26-Oct-21,1,148378,1,AP,2021-22,October,28-Oct-21,27-Oct-21,26-Oct-21,148378,,,,,0,2021-10-26,0,0,0,0,0,2,Manoj,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Bindhu Industries,AP5538077605,27-Oct-21,6,773574,1,AP,2021-22,October,29-Oct-21,28-Oct-21,28-Oct-21,773574,,,,,0,2021-10-28,0,0,0,0,0,1,Shiva,0,550,3300,3300,AP,CASH,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Bindhu Industries,AP5538077605,27-Oct-21,4,610570,1,AP,2021-22,October,29-Oct-21,28-Oct-21,28-Oct-21,476426,28-Oct-21,90000,1-Nov-21,44144,0,2021-11-01,0,0,0,0,131,-3,Shiva,0,550,2200,2331,AP,CASH,PP,DOPW,4080MA,Aqua,W Godavari,`07 Oct,,,,,
Arham Plastic Udyog,TG5545069302,27-Oct-21,3,389910,1,TG,2021-22,October,29-Oct-21,28-Oct-21,28-Oct-21,389910,,,,,0,2021-10-28,0,0,0,0,0,1,Shiva,0,350,1050,1050,TG,CASH,PP,DCA,1110MG,Trading,Hyderabad,`07 Oct,,,,,
Sri Durga Aqua,AP5538077618,27-Oct-21,2,260457,2,AP,2021-22,October,11-Nov-21,28-Oct-21,1-Nov-21,260457,,,,,0,2021-11-01,1100,14,2200,1571,0,10,Shiva,0,550,1100,1729,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Sai Krupa Plastic Industies,AP5538077630,27-Oct-21,1.5,222168,2,AP,2021-22,October,11-Nov-21,28-Oct-21,2-Nov-21,61074,8-Nov-21,100000,19-Nov-21,61094,0,2021-11-19,1100,14,1650,451,281,-8,Manoj,0,550,825,2305,AP,CREDIT,PP,DOPW,1030RG,Household,Prakasam,`07 Oct,,,,,
Venkatarama Polypack Industries,AP5538077798,27-Oct-21,3,449033,2,AP,2021-22,October,11-Nov-21,28-Oct-21,2-Nov-21,161622,25-Oct-21,23576,8-Nov-21,263835,0,2021-11-08,1100,14,3300,1389,0,3,Manoj,0,550,1650,3561,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Pn Poly Bags Pvt.Ltd,HR5567038997,27-Oct-21,29,4287465,1,HR,2021-22,October,29-Oct-21,28-Oct-21,28-Oct-21,3634,1-Nov-21,4283831,,,0,2021-11-01,0,0,0,0,0,-3,Sunil,0,350,10150,10150,MP,CASH,PP,DCA,1030RG,Packing,Dhar,`07 Oct,,,,,
Venkateswara Polypacks,AP5538078009,28-Oct-21,2,299355,2,AP,2021-22,October,12-Nov-21,29-Oct-21,8-Nov-21,150000,17-Nov-21,50000,19-Nov-21,99355,0,2021-11-19,1100,14,2200,315,544,-7,Manoj,0,550,1100,3529,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sree Babaji Polymers,AP5538078012,28-Oct-21,1,148230,1,AP,2021-22,October,30-Oct-21,29-Oct-21,28-Oct-21,148230,,,,,0,2021-10-28,0,0,0,0,0,2,Shiva,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sree Sreenidhi Polymers,AP5538078052,28-Oct-21,1,148378,1,AP,2021-22,October,30-Oct-21,29-Oct-21,28-Oct-21,148378,,,,,0,2021-10-28,0,0,0,0,0,2,Manoj,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Sri Satyanarayana Polypack,AP5538078078,28-Oct-21,10,1483784,1,AP,2021-22,October,30-Oct-21,29-Oct-21,28-Oct-21,1383281,28-Oct-21,100593,,,-90,2021-10-28,0,0,0,0,0,2,Sunil,0,550,5500,5500,AP,CASH,PP,DOPW,1100FS,Packing,Prakasam,`07 Oct,,,,,
Penna Polymer Products P Ltd,AP5538078086,28-Oct-21,1,145618,2,AP,2021-22,October,12-Nov-21,29-Oct-21,25-Nov-21,145618,,,,,0,2021-11-25,1100,14,1100,0,1089,-13,Sunil,0,550,550,2739,AP,CREDIT,LLDPE,DOPW,042R35A,Household,Guntur,`07 Oct,,,,,
Lakshmi Enterprises,AP5538078159,28-Oct-21,1,149528,2,AP,2021-22,October,12-Nov-21,29-Oct-21,23-Nov-21,149528,,,,,0,2021-11-23,1100,14,1100,0,946,-11,Sunil,0,550,550,2596,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Lakshmi Enterprises,AP5538078160,28-Oct-21,1,148230,1,AP,2021-22,October,30-Oct-21,29-Oct-21,28-Oct-21,148230,,,,,0,2021-10-28,0,0,0,0,0,2,Sunil,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Manisha Enterprises,AP5538078164,28-Oct-21,3,444690,1,AP,2021-22,October,30-Oct-21,29-Oct-21,28-Oct-21,300000,3-Nov-21,100000,17-Nov-21,44690,0,2021-11-17,0,0,0,0,1188,-18,Sunil,0,550,1650,2838,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Kapilavai Polymers,AP5538078379,29-Oct-21,1,146165,1,AP,2021-22,October,31-Oct-21,30-Oct-21,30-Oct-21,146165,,,,,0,2021-10-30,0,0,0,0,0,1,Manoj,0,550,550,550,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Mahalakshmi Industries,AP5538078390,29-Oct-21,3,449033,2,AP,2021-22,October,13-Nov-21,30-Oct-21,1-Nov-21,158682,7-Dec-21,290000,7-Dec-21,351,0,2021-12-07,1100,14,3300,1000,4009,-24,Manoj,0,550,1650,7960,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sri Jayachandra Polymers,AP5538078689,30-Oct-21,3.75,555863,1,AP,2021-22,October,1-Nov-21,30-Oct-21,29-Oct-21,445134,29-Oct-21,75850,5-Nov-21,34879,0,2021-11-05,0,0,0,0,138,-4,Sunil,0,550,2062.5,2200,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Bindhu Industries,AP5538078693,30-Oct-21,4,615767,2,AP,2021-22,October,14-Nov-21,30-Oct-21,30-Oct-21,90000,2-Nov-21,400000,16-Nov-21,125767,0,2021-11-16,1100,14,4400,3139,145,-2,Shiva,0,550,2200,3606,AP,CREDIT,PP,DOPW,4080MA,Aqua,W Godavari,`07 Oct,,,,,
Manikanta Industries,AP5538078700,30-Oct-21,2,299355,2,AP,2021-22,October,14-Nov-21,1-Nov-21,27-Oct-21,131622,8-Nov-21,75000,13-Nov-21,92733,0,2021-11-13,1100,13,2043,1529,0,1,Manoj,0,550,1100,1614,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Manikanta Industries,AP5538078710,30-Oct-21,1,148378,1,AP,2021-22,October,1-Nov-21,1-Nov-21,30-Oct-21,130000,27-Oct-21,18378,,,0,2021-10-30,0,0,0,0,0,2,Manoj,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Venkis Corporate Containers,AP5538078732,30-Oct-21,12,1831709,1,AP,2021-22,October,1-Nov-21,1-Nov-21,1-Nov-21,1831709,,,,,0,2021-11-01,0,0,0,0,0,0,Manoj,0,550,6600,6600,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`07 Oct,,,,,
